,Unnamed: 0,Unnamed: 0.1,Name,VarianceFantasyEvaluation,PlayedMatches,Team,Role,MedianFantasyEvaluation,WeightedFantasyEvaluation,Qt..A,Qt..I,Plays2018_2019,Owner,Price,MantraRole,MeanFantasyEvaluation,Id,R,Squadra,Qt. A,Qt. I,Diff.,ComputedPrices
550,550,,MACHIN,,,,,,,,,,,,,2.5365287039028552,666,C,Parma,1,1,0,-152.9375514023315
551,551,,RICCARDI,,,,,,,,,,,,,2.5365287039028552,2852,C,Roma,1,1,0,-152.9375514023315
552,552,,STREFEZZA,,,,,,,,,,,,,2.5365287039028552,4486,C,SPAL,1,1,0,-152.9375514023315
553,553,,DEANGELIS,,,,,,,,,,,,,2.5365287039028552,4490,C,Torino,1,1,0,-152.9375514023315
554,554,,COULIBALY,,,,,,,,,,,,,2.5365287039028552,2144,C,Udinese,1,1,0,-152.9375514023315
555,555,,LUCASFELIPPE,,,,,,,,,,,,,2.5365287039028552,4499,C,Verona,1,1,0,-152.9375514023315
556,556,,CAMBIAGHI,,,,,,,,,,,,,2.5365287039028552,4436,A,Atalanta,1,1,0,-156.0307265733165
557,557,,PICCOLI,,,,,,,,,,,,,2.5365287039028552,4359,A,Atalanta,1,1,0,-156.0307265733165
558,558,,JUWARA,,,,,,,,,,,,,2.5365287039028552,4368,A,Bologna,1,1,0,-156.0307265733165
559,559,,ESPOSITOSE,,,,,,,,,,,,,2.5365287039028552,4463,A,Inter,1,1,0,-156.0307265733165
560,560,,SALCEDOE,,,,,,,,,,,,,2.5365287039028552,2304,A,Inter,1,1,0,-156.0307265733165
561,561,,ADORANTE,,,,,,,,,,,,,2.5365287039028552,4387,A,Parma,1,1,0,-156.0307265733165
562,562,,BARAYE,,,,,,,,,,,,,2.5365287039028552,2805,A,Parma,1,1,0,-156.0307265733165
563,563,,CANGIANO,,,,,,,,,,,,,2.5365287039028552,4483,A,Bologna,1,1,0,-156.0307265733165
564,564,,BAHLOULI,,,,,,,,,,,,,2.5365287039028552,4508,A,Sampdoria,1,1,0,-156.0307265733165
565,565,,RASPADORI,,,,,,,,,,,,,2.5365287039028552,4371,A,Sassuolo,1,1,0,-156.0307265733165
566,566,,MILLICO,,,,,,,,,,,,,2.5365287039028552,4346,A,Torino,1,1,0,-156.0307265733165
567,567,,RAUTI,,,,,,,,,,,,,2.5365287039028552,4489,A,Torino,1,1,0,-156.0307265733165
568,568,,MICIN,,,,,,,,,,,,,2.5365287039028552,2794,A,Udinese,1,1,0,-156.0307265733165
569,569,,TUPTA,,,,,,,,,,,,,2.5365287039028552,767,A,Verona,1,1,0,-156.0307265733165
